DATE,T2M,RH2M,PRECTOT
20150101,24.38,36.45,0.0
20150102,24.31,34.5,0.0
20150103,24.41,42.12,1.03
20150104,25.08,40.37,1.59
20150105,25.12,36.12,1.45
20150106,25.73,45.1,0.02
20150107,25.5,51.95,0.09
20150108,25.69,56.77,0.07
20150109,26.23,52.09,0.02
20150110,26.06,43.31,0.01
20150111,26.07,43.34,0.04
20150112,24.32,53.59,0.21
20150113,26.02,48.82,0.18
20150114,24.91,35.34,0.0
20150115,25.35,30.47,0.0
20150116,25.33,29.15,0.0
20150117,25.28,28.43,0.0
20150118,25.6,28.17,0.0
20150119,26.43,34.61,0.02
20150120,26.81,48.0,0.69
20150121,26.29,51.95,0.04
20150122,26.74,54.89,0.05
20150123,26.04,57.02,0.04
20150124,25.76,55.13,0.02
20150125,25.01,51.55,0.01
20150126,25.15,46.82,0.0
20150127,26.69,40.31,0.0
20150128,25.42,40.44,0.0
20150129,25.19,44.66,0.0
20150130,25.98,42.48,0.0
20150131,26.73,41.53,0.01
20150201,26.29,45.64,0.02
20150202,26.77,44.09,0.01
20150203,26.7,48.87,0.03
20150204,26.78,55.38,0.69
20150205,27.02,51.97,0.01
20150206,27.49,50.64,0.01
20150207,27.34,49.43,0.0
20150208,26.76,49.38,0.0
20150209,26.74,49.91,0.0
20150210,27.41,50.6,0.28
20150211,27.73,42.45,0.04
20150212,27.33,43.32,0.05
20150213,28.04,43.31,0.04
20150214,28.03,41.92,0.3
20150215,27.52,49.02,3.04
20150216,27.72,52.13,3.0
20150217,27.21,52.98,2.36
20150218,26.89,51.72,1.27
20150219,27.49,52.18,0.91
20150220,27.85,50.23,0.03
20150221,28.66,46.05,0.0
20150222,28.86,41.65,0.0
20150223,28.09,44.12,0.0
20150224,27.81,46.03,0.0
20150225,27.47,41.58,0.0
20150226,27.79,42.5,0.02
20150227,28.37,47.93,0.06
20150228,28.05,42.45,0.01
20150301,27.66,37.69,0.03
20150302,26.59,43.09,0.0
20150303,26.72,44.94,0.0
20150304,26.67,38.97,0.0
20150305,26.56,36.13,0.0
20150306,26.16,42.11,0.0
20150307,26.52,41.21,0.0
20150308,26.92,40.89,0.0
20150309,26.8,42.26,0.0
20150310,26.35,42.67,0.0
20150311,26.86,44.53,0.0
20150312,27.39,47.01,0.02
20150313,28.36,48.64,0.07
20150314,27.41,49.53,0.32
20150315,27.58,43.11,0.0
20150316,28.44,42.65,0.02
20150317,27.71,47.28,0.08
20150318,28.29,48.39,0.19
20150319,28.47,37.5,0.07
20150320,28.74,41.81,0.16
20150321,29.09,49.05,0.44
20150322,28.27,53.97,1.48
20150323,27.75,56.79,3.5
20150324,27.2,57.79,2.55
20150325,26.12,68.37,12.25
20150326,24.97,69.76,5.88
20150327,26.17,63.25,0.45
20150328,26.4,66.65,2.04
20150329,26.83,64.01,1.27
20150330,27.35,61.14,0.98
20150331,27.4,59.8,0.98
20150401,27.48,59.34,2.12
20150402,27.85,57.03,1.44
20150403,27.63,60.33,3.48
20150404,26.63,66.39,6.82
20150405,26.35,68.4,2.27
20150406,26.15,71.8,6.42
20150407,25.72,69.06,1.96
20150408,26.45,65.85,4.11
20150409,25.68,72.67,5.92
20150410,26.55,62.12,1.56
20150411,27.18,58.65,0.2
20150412,27.25,59.12,0.35
20150413,27.65,57.37,0.6
20150414,27.81,57.94,0.54
20150415,27.91,59.54,0.72
20150416,27.08,64.68,5.75
20150417,26.2,70.33,12.44
20150418,25.13,72.98,18.73
20150419,26.21,65.63,1.57
20150420,27.01,60.55,1.0
20150421,26.59,65.71,2.31
20150422,26.61,63.77,4.8
20150423,26.31,64.96,5.24
20150424,26.65,59.0,1.92
20150425,26.68,61.08,0.87
20150426,27.05,61.77,6.93
20150427,23.83,82.47,19.93
20150428,23.01,84.17,18.15
20150429,23.46,78.81,2.73
20150430,24.84,74.2,2.84
20150501,24.59,78.64,7.93
20150502,24.3,75.66,16.24
20150503,24.39,64.43,0.12
20150504,25.23,72.06,2.12
20150505,25.55,66.16,0.55
20150506,25.89,66.29,0.91
20150507,25.51,70.37,0.73
20150508,24.86,65.83,2.45
20150509,24.42,67.65,0.61
20150510,25.56,64.25,0.2
20150511,26.44,63.12,0.7
20150512,26.5,63.82,0.4
20150513,26.03,67.96,0.93
20150514,25.28,72.51,1.93
20150515,26.62,66.98,0.84
20150516,26.09,71.1,1.98
20150517,26.19,65.13,0.43
20150518,26.32,59.3,0.13
20150519,26.02,55.14,0.09
20150520,25.94,59.4,0.23
20150521,25.49,58.62,0.31
20150522,25.56,55.75,0.18
20150523,26.36,57.42,0.29
20150524,26.4,57.46,0.53
20150525,26.12,57.35,0.43
20150526,26.34,55.62,0.24
20150527,26.52,55.42,0.16
20150528,26.83,56.36,0.34
20150529,26.36,61.63,0.38
20150530,25.73,65.37,1.62
20150531,24.79,70.77,3.5
20150601,24.85,71.85,3.13
20150602,25.05,66.75,0.68
20150603,25.74,62.27,0.2
20150604,26.21,61.93,0.62
20150605,26.65,58.49,0.06
20150606,26.16,60.92,0.14
20150607,26.41,53.28,0.03
20150608,25.11,57.93,0.04
20150609,25.19,56.83,0.06
20150610,25.05,57.25,0.08
20150611,25.33,52.54,0.08
20150612,25.19,56.84,0.06
20150613,25.83,57.92,0.08
20150614,25.89,52.89,0.08
20150615,25.73,46.44,0.05
20150616,25.34,50.65,0.22
20150617,25.68,56.31,0.15
20150618,26.04,58.3,0.33
20150619,25.63,58.59,0.29
20150620,25.54,54.76,0.08
20150621,24.74,51.09,0.05
20150622,25.23,50.13,0.05
20150623,25.8,58.15,0.25
20150624,25.48,59.83,0.42
20150625,25.51,58.62,0.29
20150626,25.28,48.12,0.05
20150627,24.82,53.25,0.06
20150628,25.71,49.17,0.05
20150629,26.11,56.43,0.05
20150630,25.82,60.1,0.42
20150701,25.03,59.99,0.42
20150702,24.75,59.9,0.32
20150703,24.51,60.59,0.35
20150704,24.37,55.89,0.17
20150705,24.55,51.44,0.04
20150706,25.2,55.29,0.86
20150707,25.0,57.45,0.57
20150708,25.05,59.24,0.4
20150709,24.67,61.72,0.73
20150710,24.22,57.52,0.22
20150711,24.0,50.64,0.01
20150712,24.72,57.41,0.04
20150713,24.96,56.73,0.05
20150714,24.81,53.22,0.04
20150715,24.14,50.22,0.06
20150716,24.21,50.35,0.03
20150717,25.09,52.53,0.06
20150718,25.33,55.75,0.44
20150719,23.52,65.15,2.12
20150720,24.34,61.13,0.54
20150721,24.53,55.76,0.15
20150722,24.86,52.25,0.09
20150723,24.95,55.06,0.1
20150724,24.76,56.99,0.15
20150725,24.01,59.31,0.55
20150726,24.61,56.03,0.38
20150727,25.66,57.36,0.68
20150728,25.21,54.83,0.35
20150729,25.38,59.18,0.34
20150730,24.42,56.02,0.32
20150731,26.3,52.66,0.15
20150801,25.83,56.4,0.71
20150802,25.04,58.8,1.27
20150803,24.59,58.18,0.31
20150804,24.9,55.68,0.25
20150805,25.19,51.35,0.2
20150806,25.1,59.86,1.02
20150807,24.28,61.59,1.28
20150808,23.19,61.8,1.39
20150809,23.27,61.26,0.13
20150810,24.92,52.08,0.04
20150811,24.84,53.78,0.04
20150812,25.29,52.32,0.05
20150813,25.6,50.52,0.03
20150814,25.07,53.81,0.04
20150815,25.3,54.18,0.07
20150816,25.25,48.26,0.03
20150817,25.26,50.3,0.03
20150818,25.44,48.82,0.06
20150819,25.57,54.34,0.08
20150820,25.49,58.3,0.23
20150821,25.29,53.16,0.11
20150822,25.13,54.54,0.1
20150823,24.25,51.1,0.19
20150824,24.92,51.34,0.03
20150825,25.64,51.14,0.11
20150826,25.71,47.54,0.03
20150827,25.44,47.39,0.04
20150828,25.48,54.49,0.12
20150829,25.49,54.24,0.14
20150830,25.83,49.71,0.07
20150831,26.28,53.42,0.07
20150901,26.26,50.15,0.04
20150902,26.6,50.76,0.13
20150903,26.57,51.94,0.1
20150904,26.5,52.67,0.1
20150905,26.02,47.52,0.01
20150906,26.0,45.05,0.01
20150907,25.48,47.9,0.01
20150908,25.57,40.69,0.01
20150909,25.8,42.6,0.04
20150910,26.0,49.33,0.09
20150911,26.05,51.91,0.15
20150912,26.63,45.22,0.15
20150913,26.7,44.9,0.04
20150914,26.66,50.9,0.05
20150915,25.9,51.22,0.08
20150916,26.09,43.75,0.02
20150917,26.81,45.49,0.01
20150918,27.62,48.33,0.05
20150919,27.48,46.46,0.04
20150920,27.28,43.82,0.03
20150921,27.01,43.14,0.03
20150922,26.68,46.74,0.22
20150923,26.32,44.55,0.07
20150924,26.47,43.49,0.04
20150925,26.38,46.9,0.07
20150926,26.28,44.97,0.02
20150927,26.7,46.99,0.03
20150928,27.09,50.71,0.06
20150929,27.93,50.67,0.07
20150930,28.33,51.48,0.4
20151001,28.21,51.74,0.26
20151002,28.08,53.22,0.44
20151003,27.94,55.9,2.89
20151004,27.14,57.51,3.24
20151005,27.14,55.4,0.6
20151006,27.07,49.31,0.24
20151007,27.62,51.94,0.46
20151008,27.84,55.32,1.15
20151009,27.41,55.41,1.78
20151010,26.85,51.33,0.42
20151011,27.22,47.76,0.22
20151012,27.27,59.18,2.91
20151013,26.75,56.13,1.32
20151014,26.94,56.37,0.75
20151015,26.97,52.58,0.52
20151016,27.48,58.07,1.17
20151017,26.87,60.67,5.38
20151018,26.45,61.31,5.47
20151019,26.57,55.06,1.37
20151020,26.62,51.96,0.82
20151021,27.23,48.56,0.76
20151022,27.14,53.42,2.44
20151023,26.74,54.85,1.91
20151024,27.54,48.79,0.32
20151025,28.02,49.74,0.51
20151026,28.02,43.25,0.19
20151027,28.08,44.53,0.48
20151028,27.85,49.7,0.23
20151029,28.68,46.44,0.29
20151030,28.98,44.5,0.12
20151031,27.14,62.19,3.16
20151101,25.92,73.06,7.19
20151102,26.15,71.06,2.62
20151103,25.66,73.2,3.32
20151104,26.34,69.24,2.8
20151105,26.63,65.56,2.82
20151106,27.02,59.05,0.28
20151107,26.7,58.47,1.27
20151108,26.68,59.98,2.7
20151109,25.08,73.49,12.86
20151110,24.79,69.9,6.05
20151111,24.93,71.53,3.66
20151112,26.29,63.44,0.56
20151113,25.95,68.52,0.48
20151114,25.53,71.97,2.63
20151115,24.82,76.53,6.18
20151116,24.65,76.82,6.75
20151117,23.17,84.96,9.82
20151118,24.39,78.01,5.53
20151119,25.17,74.93,4.59
20151120,24.26,78.82,5.6
20151121,22.77,87.3,17.68
20151122,24.78,72.44,1.71
20151123,25.18,70.56,1.73
20151124,24.74,74.45,1.68
20151125,25.4,70.36,3.42
20151126,24.5,77.53,6.27
20151127,24.17,79.39,9.01
20151128,24.44,79.65,7.97
20151129,24.55,79.14,8.34
20151130,23.94,78.26,3.58
20151201,24.97,71.38,1.41
20151202,25.27,70.57,0.96
20151203,25.12,74.36,1.82
20151204,25.51,71.06,1.91
20151205,25.7,69.5,0.95
20151206,26.06,65.32,0.32
20151207,25.92,67.63,0.87
20151208,26.26,67.5,0.95
20151209,26.4,64.62,0.35
20151210,26.1,58.49,0.39
20151211,26.87,57.75,0.49
20151212,27.13,54.88,0.75
20151213,26.22,67.39,6.41
20151214,24.16,84.13,55.3
20151215,24.32,80.28,1.94
20151216,25.75,69.56,1.05
20151217,24.19,80.48,6.22
20151218,24.38,77.2,4.49
20151219,24.12,77.68,2.6
20151220,24.34,75.23,2.95
20151221,24.79,66.92,0.75
20151222,24.87,58.57,0.09
20151223,25.07,62.22,0.74
20151224,25.61,63.2,0.49
20151225,25.25,70.4,1.37
20151226,25.71,71.35,2.09
20151227,25.34,74.54,1.0
20151228,25.39,65.2,0.17
20151229,24.84,58.49,0.01
20151230,25.72,57.21,0.01
20151231,27.18,57.57,0.03
20160101,27.17,60.49,0.03
20160102,26.75,60.52,1.42
20160103,26.48,67.5,5.06
20160104,25.49,73.87,6.4
20160105,25.77,70.76,2.34
20160106,26.4,64.32,0.13
20160107,26.15,63.12,0.02
20160108,25.74,60.38,0.01
20160109,26.31,57.15,0.0
20160110,26.39,57.55,0.0
20160111,26.34,61.8,1.26
20160112,25.61,66.26,1.64
20160113,26.06,62.42,0.31
20160114,26.22,60.1,0.82
20160115,26.02,64.03,2.48
20160116,24.17,71.79,5.57
20160117,26.22,61.13,3.93
20160118,26.25,63.16,2.56
20160119,26.21,67.08,4.02
20160120,26.24,66.59,2.26
20160121,25.86,62.92,0.64
20160122,26.02,52.99,0.06
20160123,25.83,53.49,0.03
20160124,26.0,54.75,0.22
20160125,27.06,55.64,0.07
20160126,27.56,51.18,0.02
20160127,27.52,48.91,0.15
20160128,25.21,62.59,1.08
20160129,25.23,66.92,0.49
20160130,26.33,59.96,0.24
20160131,26.3,58.68,0.1
20160201,26.03,56.77,0.04
20160202,25.07,50.42,0.01
20160203,24.98,51.37,0.02
20160204,25.81,49.02,0.0
20160205,26.11,43.51,0.0
20160206,25.7,45.5,0.0
20160207,27.34,43.77,0.02
20160208,28.64,51.1,1.04
20160209,26.98,65.52,3.65
20160210,26.9,64.34,1.51
20160211,27.25,55.51,0.38
20160212,27.33,51.24,0.04
20160213,27.25,51.34,0.07
20160214,26.99,48.46,0.0
20160215,26.37,51.83,0.01
20160216,26.01,54.11,0.0
20160217,26.98,49.32,0.0
20160218,27.73,48.54,0.03
20160219,27.48,47.93,0.04
20160220,25.66,47.12,0.0
20160221,25.49,40.01,0.0
20160222,26.66,40.09,0.0
20160223,27.35,49.99,0.0
20160224,27.87,49.18,0.0
20160225,27.87,48.29,0.05
20160226,26.6,59.12,2.19
20160227,27.17,63.18,3.63
20160228,26.5,65.72,1.85
20160229,26.98,62.28,1.55
20160301,27.01,63.02,1.48
20160302,27.11,61.81,0.51
20160303,28.06,57.25,0.78
20160304,28.41,53.63,0.07
20160305,28.46,52.19,0.08
20160306,29.46,46.4,0.15
